customer_id,item_name,selection_probability,will_order,predicted_quantity
46,Prakash Maida,1.0,1,1
46,Pukhraj Arhar Dal,1.0,1,105
46,Soyum Soya Tin(15L) V,1.0,1,26
47,Oil Ruchi Gold Palm Pouch (770Gm),1.0,1,10
47,Raag Gold Palm Pouch,0.9993269920139789,1,16
47,Ruchi Gold Palm Tin (15L),0.043816869045714135,0,0
47,Arrarot,0.0328038542082584,0,0
47,Ruchi Gold Palm Pouch(1L),0.006565822882240446,0,0
48,Shreshtha Aata,0.9958917347052902,1,1
48,Prakash Maida,0.0018202781431628703,0,0
48,Normal Sugar,0.0003327358010280588,0,0
50,Shreshtha Aata,0.9958917347052904,1,3
52,Sprite (2L),0.9983687889254491,1,5
52,Thumbs up (2L),0.9983162412832263,1,5
52,Thumbs up (1L),0.9983162412832263,1,5
52,Sprite (1L),0.9978455316453282,1,21
52,Sprite (750ml),0.9977755906302125,1,10
56,BMS naturals haldi powder pkt(500gm),0.999450833348284,1,1
56,DCM Double Filter Sugar,0.9980591577455445,1,2
56,Pukhraj Arhar Dal,0.9951264362164268,1,3
56,Methi Dana,0.002228926368167624,0,0
57,Bail Kolhu Pouch,0.005182088260176677,0,0
58,Raag Gold Palm Pouch,1.0,1,1
58,Nature Fresh Soya Tin(15L),0.9640032566622533,1,2
58,Soyum Soya Tin(15L) V,0.008228642609700349,0,0
58,Steam Rice,0.0005164742723691461,0,0
59,Tata Salt Pkt(1Kg),0.999963241806111,1,1
59,Maharaja Chakki Aata,0.019551416117254247,0,0
59,Om Mahakaaleshwar Aata,0.010987857591583765,0,0
59,Kezar Aata,0.007977273791069762,0,0
59,Chana Dal,0.0007537768843286066,0,0
65,Raag Gold Palm Pouch,0.0046586220559043144,0,0
65,Matar,0.0014517471416839217,0,0
66,Mahakosh Mustard Oil Pouch (1L),1.0,1,10
66,Shreshtha Aata,1.0,1,3
66,Kings Soya Pouch,0.9730275009576627,1,25
66,Soyum Soya Pouch,0.021939197554043107,0,0
66,Normal Sugar,0.018372250121951858,0,0
69,Steam Rice,0.02894284892278259,0,0
69,Maharaja Chakki Aata,0.008973441502524004,0,0
69,Kezar Aata,0.005677026267779153,0,0
69,Shreshtha Aata,0.0012781986683711812,0,0
70,Prakash Aata,1.0,1,1
70,Om Mahakaaleshwar Aata,0.9946250153646246,1,1
70,Soyum Soya Pouch,0.9653411588718371,1,21
70,Kezar Aata,0.0003900508092306645,0,0
77,Thumbs up (750ml),1.0,1,10
77,Sprite (2L),0.9923833161607807,1,53
77,Maharaja Chakki Aata,0.027799273003088713,0,0
77,Tata Salt Pkt(1Kg),0.02706711909110751,0,0
77,Laal Gulaab Maida,0.016522828282749293,0,0
78,Ruchi Gold Palm Pouch(1L),0.008202973618728468,0,0
78,Raag Gold Palm Pouch,0.00023730261195946062,0,0
79,Steam Rice,0.013971919623602797,0,0
79,Saccha Heera Chhola,0.009243490127535161,0,0
79,Soyum Soya Pouch,0.0014947882461824697,0,0
79,Tata Salt Pkt(1Kg),0.0012781986683711812,0,0
81,Fortune Soya Pouch(1L),0.9969828691701319,1,2
81,Mahakosh Mustard Oil Pouch (1L),0.9955141732613155,1,1
81,Ruchi Gold Palm Pouch(1L),0.0018202781431628703,0,0
81,Mahakosh Soya Oil Pouch(1L),0.00023730261195946062,0,0
84,Fortune Soya Pouch(1L),0.00696471894811299,0,0
84,Ruchi Gold Palm Pouch(1L),0.001468261710584261,0,0
85,Om Mahakaaleshwar Maida,0.9996786267356099,1,1
85,Soyum Soya Tin(15L) V,0.9941760872667311,1,3
85,Prakash Maida,0.9902023444510496,1,2
85,Shreshtha Aata,0.99,1,2
85,Fortune Soya Tin(15L),0.025317422056132015,0,0
87,Pukhraj Arhar Dal,0.006057644098747488,0,0
87,Prakash Aata,0.005460436689967865,0,0
87,Prakash Maida,0.001468261710584261,0,0
87,Steam Rice,0.00023730261195946062,0,0
88,Prakash Aata,0.005889581154529116,0,0
88,Raag Gold Palm Pouch,0.004421319443944854,0,0
88,Pukhraj Arhar Dal,0.002098467598398284,0,0
88,Laal Gulaab Suji/Rava,0.002098467598398284,0,0
88,Tata Salt Pkt(1Kg),0.002098467598398284,0,0
91,Maharaja Chakki Aata,1.0,1,1
91,Shreshtha Aata,1.0,1,2
91,Laal Gulaab Suji/Rava,1.0,1,2
91,Oil Ruchi Gold Palm Pouch (770Gm),0.9990014571444686,1,5
91,Ruchi Gold Palm Pouch(1L),0.012394654735677807,0,0
93,Prakash Aata,0.0016052144023792692,0,0
93,Prakash Maida,0.0016052144023792692,0,0
98,Raag Gold Palm Pouch,0.00023730261195946062,0,0
100,Om Mahakaaleshwar Aata,1.0,1,1
100,Shreshtha Aata,0.9804576145857989,1,1
100,Kezar Aata,0.008828389577290912,0,0
100,Maharaja Chakki Aata,0.006745850765777301,0,0
100,Mahakosh Soya Oil Pouch(1L),0.00023730261195946062,0,0
103,Shreshtha Aata,0.046844534167702914,0,0
105,Soyum Soya Tin(15L) V,1.0,1,137
105,Fortune Soya Pouch(1L),0.9997176642039532,1,264
105,Raag Gold Palm Pouch,0.9917042681428712,1,95
105,Oil Ruchi Gold Palm Pouch (770Gm),0.9886469755966358,1,115
105,Fortune Soya Tin(15L),0.9513045255744318,1,139
112,Soyum Soya Pouch,0.0237753665964838,0,0
112,Mahakosh Soya Oil Pouch(1L),0.00023730261195946062,0,0
114,Prakash Maida,0.9904770174759744,1,1
118,Prakash Maida,0.999963241806111,1,1
118,Soyum Soya Tin(15L) V,0.9899484591690692,1,1
118,Nature Fresh Soya Tin(15L),0.004646151555694229,0,0
118,DCM Double Filter Sugar,0.004646151555694229,0,0
118,Ganesh Maida,0.003797266396216365,0,0
119,Mahakosh Soya Oil Pouch(1L),0.9999249797422634,1,19
119,Soyum Soya Pouch,0.09613471627711076,0,0
119,Fortune Soya Tin(15L),0.005454285935102325,0,0
119,Ruchi Gold Palm Pouch(1L),0.0012781986683711812,0,0
127,Raag Gold Palm Pouch,0.0014517471416839217,0,0
128,Prakash Maida,0.99511873441308,1,2
128,Shreshtha Aata,0.026659830698429383,0,0
134,Shreshtha Aata,0.003267901563910854,0,0
134,Mahakosh Soya Oil Pouch(1L),0.0018202781431628703,0,0
135,Shreshtha Aata,1.0,1,2
135,Maharaja Chakki Aata,1.0,1,1
135,Fortune Soya Pouch(1L),0.999963241806111,1,1
135,Independence Steam Rice,0.9997800149723013,1,1
135,Patanjali Sunrich Sunflower Oil Pouch,0.9993992159885521,1,1
142,Shreshtha Aata,0.03425169252665602,0,0
142,Tata Salt Pkt(1Kg),0.0012781986683711812,0,0
145,Oil Ruchi Gold Palm Pouch (770Gm),0.99,1,1
145,Rice Saifeena XXXL,0.9571297652810584,1,13
147,Prakash Maida,0.9959369249154143,1,1
147,Soyum Soya Tin(15L) V,0.022833385069360182,0,0
150,Shreshtha Aata,0.9943252910774352,1,1
150,Kezar Aata,0.010547898738436281,0,0
152,BMS naturals haldi powder pkt(200gm),0.9901523595593942,1,1
152,Urad Dal Chilka,0.9901523595593942,1,1
152,BMS naturals mircha powder pkt(200gm),0.9897794216223099,1,1
152,Mahakosh Soya Oil Pouch(1L),0.9887696561027323,1,2
152,Mahakosh Mustard Oil Pouch (1L),0.9880837307446719,1,3
154,Soyum Soya Pouch,1.0,1,161
154,Ruchi Gold Palm Pouch(1L),0.0012781986683711812,0,0
154,Raag Gold Palm Pouch,0.00023730261195946062,0,0
158,Maharaja Chakki Aata,0.0016052144023792692,0,0
159,DCM Double Filter Sugar,0.01654689706249573,0,0
159,Soyum Soya Pouch,0.004646151555694229,0,0
159,Prakash Aata,0.001468261710584261,0,0
160,Maharaja Chakki Aata,1.0,1,2
160,Tata Salt Pkt(1Kg),1.0,1,1
160,Shreshtha Aata,1.0,1,1
160,Om Mahakaaleshwar Aata,0.9985155429107192,1,1
160,Kezar Aata,0.004646151555694229,0,0
163,Bail Kolhu Pouch,0.0023778046772434456,0,0
163,Tata Salt Pkt(1Kg),0.000884637526414191,0,0
163,Bail Kohlu Mustard Bottle(1L),0.00023730261195946062,0,0
163,Chana Dal,0.00023730261195946062,0,0
164,Prakash Maida,0.9989588435374149,1,1
164,Shreshtha Aata,0.9911173965869877,1,2
167,BMS FPO wheat atta,1.0,1,18
167,BMS cold pressed mustard oil bottle(1L),0.9998822086361734,1,6
167,BMS naturals Garam masala Jar(100gm),0.9998296609939505,1,3
167,BMS naturals mircha powder Jar(100gm),0.9998296609939505,1,3
167,BMS naturals dhaniya powder Jar(100gm),0.9998296609939505,1,3
168,Tata Salt Pkt(1Kg),1.0,1,4
168,Shreshtha Aata,0.9973757639442684,1,9
168,Normal Sugar,0.018129118286723412,0,0
168,Maharaja Chakki Aata,0.0005164742723691461,0,0
173,Laal Gulaab Maida,1.0,1,2
173,Prakash Maida,0.04956827007211217,0,0
173,Fortune Soya Tin(15L),0.028979084340033667,0,0
173,Soyum Soya Tin(15L) V,0.004646151555694229,0,0
174,Arhar Dal,1.0,1,9
174,Shreshtha Aata,1.0,1,57
174,Saccha Heera Chhola,1.0,1,5
174,Pukhraj Arhar Dal,1.0,1,5
174,Steam Rice,1.0,1,16
185,Shreshtha Aata,0.002098467598398284,0,0
185,Mayur Soya Tin(15Kg),0.00021695921028461944,0,0
186,Fortune Soya Pouch(1L),1.0,1,3
186,Shreshtha Aata,1.0,1,10
186,Raag Gold Palm Pouch,1.0,1,17
186,Prakash Maida,1.0,1,1
186,Swastik maida,0.033615147526145465,0,0
187,Shreshtha Aata,1.0,1,2
187,Independence Steam Rice,0.9997800149723013,1,1
195,Prakash Maida,0.014770194484203256,0,0
195,Shreshtha Aata,0.0052422229446235195,0,0
195,Matar,0.004182238021596684,0,0
197,Nature Fresh Soya Tin(15L),0.0023500866540460586,0,0
197,Normal Sugar,0.001468261710584261,0,0
199,Fortune Soya Tin(15L),0.01381582464279256,0,0
199,Tata Salt Pkt(1Kg),0.01381582464279256,0,0
199,Bail Kolhu Pouch,0.0053429756676437465,0,0
199,Soyum Soya Pouch,0.0053429756676437465,0,0
199,Soyum Soya Tin(15L) V,0.005036202364924893,0,0
200,Shreshtha Aata,1.0,1,9
200,Tata Salt Pkt(1Kg),0.9691484898556554,1,2
200,Normal Sugar,0.018129118286723412,0,0
200,Prakash Maida,0.003797266396216365,0,0
200,Steam Rice,0.0005164742723691461,0,0
203,Maharaja Chakki Aata,1.0,1,6
203,Kings Soya Pouch,0.9989588435374149,1,14
203,Shreshtha Aata,0.9947371884245786,1,8
203,Tata Salt Pkt(1Kg),0.9889968466142384,1,1
203,Om Mahakaaleshwar Maida,0.9821994216798804,1,1
204,Soyum Soya Pouch,0.020083648727238435,0,0
204,Mahakosh Soya Oil Pouch(1L),0.00023730261195946062,0,0
209,Shreshtha Aata,0.990724462963388,1,15
209,Prakash Maida,0.04102929573983598,0,0
209,Laal Gulaab Suji/Rava,0.003797266396216365,0,0
209,Om Mahakaaleshwar Maida,0.0005164742723691461,0,0
209,Laal Gulaab Maida,0.0005164742723691461,0,0
211,DCM Double Filter Sugar,0.9999593882363869,1,5
211,Fortune Soya Tin(15L),0.9914561946480138,1,5
211,Prakash Maida,0.99,1,3
211,Bawarchi Vanaspati Balti KG,0.01059669038352884,0,0
211,Soyum Soya (15Lit),0.001846316689682245,0,0
215,Hari Patti Selha Rice,0.007819114512518776,0,0
215,Arrarot,0.0016052144023792692,0,0
216,Fortune Soya Pouch(1L),0.9993269920139789,1,7
216,Bajaj Sugar,0.033923556773553555,0,0
216,Normal Sugar,0.027252188284325452,0,0
218,Kesariya maida,1.0,1,1
218,Shreshtha Aata,0.9790262308643568,1,2
218,Bajaj Sugar,0.004449859885214503,0,0
218,Swastik maida,0.004449859885214503,0,0
218,Bawarchi Vanaspati Pouch 1ltr,0.0005164742723691461,0,0
219,Shreshtha Aata,0.00943000020234157,0,0
219,Kezar Maida,0.0037512818078237753,0,0
219,Soyum Soya Tin(15L) V,0.0037512818078237753,0,0
219,Soyum Soya (15Lit),0.001846316689682245,0,0
219,Ruchi Gold Palm Pouch(1L),0.001468261710584261,0,0
224,Prakash Maida,1.0,1,1
224,Soyum Soya Tin(15L) V,0.9999852173629581,1,2
224,Nature Fresh Soya Tin(15L),0.9739312886878431,1,1
224,DCM Double Filter Sugar,0.016275004941157648,0,0
224,Laal Gulaab Maida,0.011145209885148808,0,0
227,Chhoti Saunf,0.004887730106888361,0,0
227,Methi Dana,0.002228926368167624,0,0
227,Chana Dal,0.00023730261195946062,0,0
234,Maggie Noodles,0.9839184932850916,1,2
234,Fortune Soya Pouch(1L),0.9792924161294068,1,1
241,Kings Soya Pouch,1.0,1,27
241,Om Mahakaaleshwar Aata,0.999450833348284,1,1
241,Om Mahakaaleshwar Maida,0.9951301808455848,1,1
241,Shreshtha Aata,0.9949889433480281,1,4
241,Prakash Maida,0.9863057235791038,1,1
244,Soyum Soya Tin(15L) V,0.008600658298611565,0,0
248,Prakash Maida,1.0,1,3
248,Tata Salt Pkt(1Kg),1.0,1,1
248,Soyum Soya Tin(15L) V,1.0,1,3
248,Shreshtha Aata,1.0,1,1
248,Best Palm Tin(15kg),0.001468261710584261,0,0
260,Prakash Maida,0.9864525158615334,1,1
260,Matar,0.9798201847075698,1,17
260,Ruchi Gold Palm Tin (15L),0.9708623743071301,1,1
260,Steam Rice,0.9685563007841635,1,1
260,Shreshtha Aata,0.027940000339214118,0,0
268,Mahakosh Soya Oil Pouch(1L),1.0,1,22
268,Patanjali Sunrich Sunflower Oil Pouch,0.9993992159885521,1,1
268,Om Mahakaaleshwar Maida,0.9990450299954847,1,2
268,Prakash Maida,0.989561780888801,1,2
268,Kings Soya Pouch,0.9821229185254622,1,13
269,Fortune Soya Tin(15L),0.966500201928126,1,180
269,Mahakosh Soya Oil Pouch(1L),0.00023730261195946062,0,0
270,Maharaja Chakki Aata,1.0,1,1
270,Shreshtha Aata,0.9939214144713818,1,2
270,Kezar Aata,0.015729477850833513,0,0
270,Ruchi Gold Palm Pouch(1L),0.012117923700366923,0,0
270,Raag Gold Palm Pouch,0.001468261710584261,0,0
279,Soyum Soya Tin(15L) V,0.012767270233618904,0,0
279,Kings Soya Pouch,0.001468261710584261,0,0
281,Soyum Soya Tin(15L) V,0.017181504045120043,0,0
281,Tata Salt Pkt(1Kg),0.004421319443944854,0,0
282,Tata Salt Pkt(1Kg),0.9996241906822604,1,2
282,Kezar Maida,0.005603953128407526,0,0
282,Bail Kolhu Pouch,0.001468261710584261,0,0
282,Normal Sugar,0.001468261710584261,0,0
282,Ganesh Maida,0.0013202232105455744,0,0
285,Tata Salt Pkt(1Kg),0.00732467274496951,0,0
285,Shreshtha Aata,0.00696471894811299,0,0
285,Prakash Maida,0.0035382654970513338,0,0
285,Chana Dal,0.00023730261195946062,0,0
289,Maggie Noodles,1.0,1,1
289,Om Mahakaaleshwar Maida,0.9991493618824641,1,10
289,Arhar Dal,0.01685908015651245,0,0
289,Shreshtha Aata,0.011042837728238908,0,0
289,Soyum Soya Tin(15L) V,0.007333601331108444,0,0
295,Shreshtha Aata,1.0,1,1
295,Soyum Soya Tin(15L) V,0.9828634182955537,1,3
295,Arhar Dal,0.9570457979835213,1,33
295,Prakash Aata,0.004421319443944854,0,0
295,Kings Soya Pouch,0.002098467598398284,0,0
299,Pani (1000 Ml),0.9954184698340904,1,5
299,Soyum Soya Tin(15L) V,0.03564204481384983,0,0
299,Prakash Aata,0.005891734705290236,0,0
299,Shreshtha Aata,0.005891734705290236,0,0
299,Riceman Jeera Rice,0.001468261710584261,0,0
302,Mahakosh Mustard Oil Pouch (1L),0.010921985029749115,0,0
302,Om Mahakaaleshwar Maida,0.008195662238249274,0,0
302,Kezar Aata,0.007333601331108444,0,0
302,Kezar Maida,0.0035414141187424236,0,0
302,Shreshtha Aata,0.0005164742723691461,0,0
309,Shreshtha Aata,1.0,1,2
315,Ashok Chhola Masala Pkt(100gm),1.0,1,2
315,Bada Chhola,0.9987760977202604,1,2
315,Taaza Tea Pkt(250gm),0.9935852480433529,1,2
315,Ashok Haldi Powder Pkt(100gm),0.9915096649161989,1,19
315,Shreshtha Aata,0.9872600843007027,1,1
322,Ruchi Gold Palm Pouch(1L),0.016013177883095937,0,0
322,Prakash Aata,0.0003918269588372681,0,0
325,Ashok Chicken Masala Pkt(100gm),0.007634123955364475,0,0
325,Bail Kolhu Mustard Jar,0.00716139833209301,0,0
325,Prakash Aata,0.005182088260176677,0,0
325,Arrarot,0.004625015364624488,0,0
325,Ashok Haldi Powder Pkt(100gm),0.0034971785168957047,0,0
328,Shreshtha Aata,0.020241102074880665,0,0
328,Tata Salt Pkt(1Kg),0.01275233441193246,0,0
328,Hari Patti(Green) Rice,0.010832783590701632,0,0
328,Mahakosh Mustard Oil Pouch (1L),0.009601761819203542,0,0
328,Badi Elaichi,0.007814439246716853,0,0
331,Thumbs up (2L),1.0,1,46
331,Sprite (2L),0.9978980792875511,1,21
331,Laal Gulaab Suji/Rava,0.03319741425778456,0,0
331,Prakash Maida,0.02954574542022342,0,0
331,Laal Gulaab Maida,0.027018019361087352,0,0
333,Arhar Dal,0.9993758130905473,1,30
333,Maharaja Chakki Aata,0.9971085621752919,1,2
333,Shreshtha Aata,0.9968656748549559,1,1
333,Tata Salt Pkt(1Kg),0.9968656748549559,1,1
333,Soyum Soya Tin(15L) V,0.9965593955235758,1,5
336,Prakash Maida,1.0,1,1
336,Steam Rice,0.9930299663012301,1,10
336,Kings Soya Pouch,0.9923550142372057,1,13
336,Soyum Soya Pouch,0.036820556985552304,0,0
336,Maharaja Chakki Aata,0.024420885943044607,0,0
349,Maggie Noodles,0.005891734705290236,0,0
371,Shreshtha Aata,0.006241597587107724,0,0
371,Steam Rice,0.003550214740082206,0,0
371,Normal Sugar,0.002431203399426343,0,0
380,Raag Gold Palm Pouch,0.002098467598398284,0,0
380,Laal Mirch Sabut,0.00021695921028461944,0,0
382,Prakash Maida,0.999450833348284,1,1
382,Oil Ruchi Gold Palm Pouch (770Gm),0.9976820097072945,1,2
383,Soyum Soya Tin(15L) V,0.01,0,0
383,Shreshtha Aata,0.001468261710584261,0,0
383,Mahakosh Soya Oil Pouch(1L),0.00023730261195946062,0,0
387,Kings Soya Pouch,1.0,1,2
387,Soyum Soya Pouch,0.9735170005743573,1,2
387,Tata Salt Pkt(1Kg),0.033970899255387065,0,0
387,Mahakosh Soya Oil Pouch(1L),0.010198252373820707,0,0
390,Maharaja Chakki Aata,0.9998930487822988,1,2
390,Om Mahakaaleshwar Aata,0.9651897161659804,1,1
390,Shreshtha Aata,0.9601054731377562,1,2
390,Kezar Aata,0.02397308130405591,0,0
390,Soyum Soya Pouch,0.02024932829956148,0,0
393,Tata Salt Pkt(1Kg),1.0,1,2
393,BMS cold pressed mustard oil bottle(1L),0.9893992159885521,1,3
393,BMS FPO wheat atta,0.9848542561169622,1,13
393,Mahakosh Soya Oil Pouch(1L),0.00023730261195946062,0,0
394,Tata Salt Pkt(1Kg),0.9984689805469713,1,20
399,Om Mahakaaleshwar Maida,1.0,1,1
399,Prakash Maida,0.9897884939877379,1,1
399,Fortune Soya Tin(15L),0.9747014157045684,1,1
399,DCM Double Filter Sugar,0.02070678001258536,0,0
399,Normal Sugar,0.014761352046861059,0,0
400,Tata Salt Pkt(1Kg),0.9995433193375818,1,1
400,Shreshtha Aata,0.9985021628749968,1,1
400,Chana Dal,0.9977228288478753,1,1
400,Ruchi Gold Palm Pouch(1L),0.0003327358010280588,0,0
402,Shreshtha Aata,0.9963507683369462,1,1
402,Kings Soya Pouch,0.9962854958922569,1,13
402,Maharaja Chakki Aata,0.9917443377129115,1,1
402,Prakash Aata,0.031163701273118675,0,0
402,Soyum Soya Pouch,0.024534213145400514,0,0
410,Maharaja Chakki Aata,0.9972970501428453,1,10
410,Swastik maida,0.027414841506671922,0,0
411,Maggie Noodles,1.0,1,2
411,Shreshtha Aata,1.0,1,22
411,Tata Salt Pkt(1Kg),0.9965912741760583,1,3
411,Fortune Soya Pouch(1L),0.9956581116177143,1,2
411,Soyum Soya Pouch,0.9790938234847334,1,30
412,Swastik maida,0.998658353513549,1,5
425,Tata Salt Pkt(1Kg),0.07676522258592001,0,0
427,Prakash Aata,0.005182088260176677,0,0
436,Shreshtha Aata,1.0,1,1
436,Steam Rice,0.9996270620629157,1,51
436,Maharaja Chakki Aata,0.019879486019105642,0,0
436,Kezar Aata,0.010160324817009809,0,0
436,Normal Sugar,0.001468261710584261,0,0
437,Raag Gold Palm Pouch,1.0,1,82
437,Soyum Soya Tin(15L) V,1.0,1,139
437,Fortune Soya Pouch(1L),0.9723663657261818,1,40
437,Tata Salt Pkt(1Kg),0.9692258790513196,1,41
437,Fortune Soya Tin(15L),0.02880421033476065,0,0
441,Tata Salt Pkt(1Kg),1.0,1,108
441,Soyum Soya Tin(15L) V,0.9132685079091438,1,160
441,Fortune Soya Tin(15L),0.03004217533619367,0,0
442,Nature Fresh Soya Tin(15L),0.999610712986252,1,1
442,Fortune Soya Tin(15L),0.9968265816551332,1,1
442,DCM Double Filter Sugar,0.02415396270244728,0,0
445,DCM Double Filter Sugar,0.0018202781431628703,0,0
457,Raag Gold Palm Pouch,0.0024826458377662335,0,0
459,Prakash Maida,0.994943895727516,1,11
459,Kings Soya Pouch,0.0041760872667311435,0,0
459,Soyum Soya Tin(15L) V,0.0014947882461824697,0,0
459,Raag Gold Palm Pouch,0.00023730261195946062,0,0
460,Kings Soya Pouch,0.9995557877475203,1,13
460,Soyum Soya Pouch,0.06306780564580965,0,0
462,Soyum Soya Pouch,0.0041760872667311435,0,0
462,Steam Rice,0.00023730261195946062,0,0
472,Tata Salt Pkt(1Kg),1.0,1,53
472,Soyum Soya Tin(15L) V,0.9226758631878472,1,106
474,Chana Dal,0.00023730261195946062,0,0
480,Ruchi Gold Palm Pouch(1L),0.07063110409903621,0,0
480,Oil Ruchi Gold Palm Pouch (770Gm),0.03196837359786998,0,0
480,Fortune Soya Pouch(1L),0.0012781986683711812,0,0
485,Fortune Soya Pouch(1L),1.0,1,3
485,Om Mahakaaleshwar Maida,1.0,1,7
485,Maharaja Chakki Aata,1.0,1,10
485,Om Mahakaaleshwar Aata,0.9972999938387548,1,4
485,Kesariya maida,0.9970237136788946,1,7
486,Dalda Vanaspati Tin,1.0,1,1
486,Prakash Maida,0.9997176642039532,1,1
486,Soyum Soya Tin(15L) V,0.9959063500666443,1,1
486,Swastik maida,0.01177294215279157,0,0
486,Om Mahakaaleshwar Maida,0.003797266396216365,0,0
489,Mahakosh Soya Oil Pouch(1L),1.0,1,10
489,Prakash Aata,0.995977830399862,1,2
489,Kings Soya Pouch,0.9748136880758586,1,9
489,Mahakosh Mustard Oil Pouch (1L),0.027323343198170376,0,0
489,Om Mahakaaleshwar Aata,0.004625015364624488,0,0
496,Shreshtha Aata,0.004421319443944854,0,0
496,Tata Salt Pkt(1Kg),0.004421319443944854,0,0
497,Maggie Noodles,0.0014517471416839217,0,0
505,Normal Sugar,0.006241597587107724,0,0
505,Ruchi Gold Palm Pouch(1L),0.004421319443944854,0,0
505,Bail Kolhu Pouch,0.002098467598398284,0,0
505,Kezar Maida,0.002098467598398284,0,0
505,Tata Salt Pkt(1Kg),0.002098467598398284,0,0
508,Kings Soya Pouch,0.001468261710584261,0,0
508,Shreshtha Aata,0.0012781986683711812,0,0
508,Soyum Soya Pouch,0.0012781986683711812,0,0
508,Soyum Soya Tin(15L) V,0.0012542440678288947,0,0
509,Shreshtha Aata,1.0,1,46
509,Swastik maida,1.0,1,8
509,Maharaja Chakki Aata,1.0,1,18
509,Om Mahakaaleshwar Maida,0.9991493618824641,1,10
509,Prakash Maida,0.9942586420945944,1,9
510,Matar,0.012777076103389805,0,0
512,Raag Gold Palm Pouch,0.9921580659258058,1,5
513,Shreshtha Aata,0.9967363099964492,1,6
513,Tata Salt Pkt(1Kg),0.9964013327162954,1,3
517,Double Kabootar Rice,0.018079729667444196,0,0
517,Saccha Heera Chhola,0.005514173261315579,0,0
517,Kezar Maida,0.005514173261315579,0,0
517,Shreshtha Aata,0.005514173261315579,0,0
517,Bawarchi Chhoti Soyabadi,0.004625015364624488,0,0
522,Shreshtha Aata,0.04080510036487662,0,0
522,Steam Rice,0.019899163118176477,0,0
527,Shreshtha Aata,0.9776014526262441,1,19
527,Ruchi Gold Palm Pouch(1L),0.0063248006915762175,0,0
527,Bail Kolhu Pouch,0.0005164742723691461,0,0
527,Arrarot,0.0005164742723691461,0,0
527,KN Gold Maida,0.0005164742723691461,0,0
531,Nature Fresh Soya Tin(15L),0.002098467598398284,0,0
532,Fortune Soya Pouch(1L),0.9952956198705801,1,2
532,Tata Salt Pkt(1Kg),0.021718263020484265,0,0
532,Ruchi Gold Palm Pouch(1L),0.001468261710584261,0,0
535,Fortune Soya Pouch(1L),0.07094263275606338,0,0
535,Bail Kolhu Pouch,0.028276561944948243,0,0
